Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,Mean
TodoMVC-JavaScript-ES5,76.95499999995809,44.79000000003725,44.239999999757856,44.125,42.97500000009313,43.7599999998929,43.59000000008382,41.79500000004191,44.315000000060536,42.63000000012107,46.91750000000466
TodoMVC-JavaScript-ES5/Adding100Items,56.25499999988824,27.20499999995809,25.79999999993015,26.79500000004191,25.445000000065193,25.794999999925494,26.460000000079162,24.679999999934807,25.875000000116415,25.065000000060536,28.9375
TodoMVC-JavaScript-ES5/Adding100Items/Sync,27.334999999962747,22.625,20.839999999967404,22.255000000004657,20.660000000032596,21.09499999997206,21.869999999995343,20.119999999995343,21.330000000074506,20.400000000023283,21.853000000002794
TodoMVC-JavaScript-ES5/Adding100Items/Async,28.919999999925494,4.5799999999580905,4.959999999962747,4.540000000037253,4.785000000032596,4.699999999953434,4.590000000083819,4.559999999939464,4.5450000000419095,4.665000000037253,7.084499999997206
TodoMVC-JavaScript-ES5/CompletingAllItems,12.900000000023283,11.145000000135042,11.709999999962747,11.070000000065193,10.880000000004657,11.199999999953434,10.804999999934807,10.800000000046566,11.254999999888241,11.14000000001397,11.290500000002794
TodoMVC-JavaScript-ES5/CompletingAllItems/Sync,8.895000000018626,8.065000000060536,7.96999999997206,7.5,7.574999999953434,7.60999999998603,7.474999999976717,7.369999999995343,7.919999999925494,7.744999999995343,7.812499999988359
TodoMVC-JavaScript-ES5/CompletingAllItems/Async,4.005000000004657,3.080000000074506,3.7399999999906868,3.5700000000651926,3.3050000000512227,3.5899999999674037,3.3299999999580905,3.4300000000512227,3.334999999962747,3.3950000000186265,3.4780000000144353
TodoMVC-JavaScript-ES5/DeletingAllItems,7.800000000046566,6.439999999944121,6.729999999864958,6.259999999892898,6.650000000023283,6.76500000001397,6.325000000069849,6.315000000060536,7.185000000055879,6.425000000046566,6.689500000001862
TodoMVC-JavaScript-ES5/DeletingAllItems/Sync,7.260000000009313,6.01500000001397,6.214999999967404,5.804999999934807,6.14000000001397,6.23499999998603,5.825000000069849,5.800000000046566,6.560000000055879,5.925000000046566,6.1780000000144355
TodoMVC-JavaScript-ES5/DeletingAllItems/Async,0.5400000000372529,0.4249999999301508,0.5149999998975545,0.4549999999580905,0.5100000000093132,0.5300000000279397,0.5,0.5150000000139698,0.625,0.5,0.5114999999874271
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM,54.46000000007916,60.18000000005122,52.88000000000466,46.550000000046566,51.56499999994412,46.73000000009779,47.309999999939464,47.095000000088476,46.23000000009779,47.46500000008382,50.04650000004331
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items,26.300000000046566,21.589999999967404,26.34000000008382,19.46500000008382,23.544999999925494,20.195000000065193,20.540000000037253,19.580000000074506,19.81000000005588,19.425000000046566,21.67900000003865
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items/Sync,18.675000000046566,17.349999999976717,22.17000000004191,15.305000000051223,19.089999999967404,15.660000000032596,16.275000000023283,15.385000000009313,15.635000000009313,15.224999999976717,17.077000000013506
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items/Async,7.625,4.239999999990687,4.1700000000419095,4.160000000032596,4.4549999999580905,4.535000000032596,4.26500000001397,4.195000000065193,4.175000000046566,4.200000000069849,4.6020000000251455
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/CompletingAllItems,17.39499999990221,27.395000000018626,15.92499999993015,16.949999999953434,17.18999999994412,16.085000000079162,16.149999999906868,16.755000000121072,16.074999999953434,17.604999999981374,17.752499999979044
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/CompletingAllItems/Sync,12.82999999995809,22.885000000009313,11.644999999902211,11.875,11.744999999995343,11.744999999995343,11.264999999897555,11.565000000060536,11.239999999990687,12.39000000001397,12.918499999982306
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/CompletingAllItems/Async,4.564999999944121,4.510000000009313,4.28000000002794,5.074999999953434,5.444999999948777,4.340000000083819,4.885000000009313,5.190000000060536,4.834999999962747,5.214999999967404,4.83399999999674
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/DeletingAllItems,10.765000000130385,11.195000000065193,10.614999999990687,10.135000000009313,10.830000000074506,10.449999999953434,10.619999999995343,10.759999999892898,10.345000000088476,10.43500000005588,10.615000000025612
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/DeletingAllItems/Sync,9.350000000093132,9.885000000009313,8.869999999995343,8.619999999995343,9.01500000001397,8.869999999995343,8.869999999995343,9.43999999994412,8.815000000060536,8.93500000005588,9.067000000015833
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/DeletingAllItems/Async,1.415000000037253,1.3100000000558794,1.7449999999953434,1.5150000000139698,1.815000000060536,1.5799999999580905,1.75,1.3199999999487773,1.5300000000279397,1.5,1.5480000000097789
TodoMVC-WebComponents,33.86999999999534,25.205000000074506,26.390000000130385,25.565000000293367,26.134999999892898,26.029999999911524,24.57499999983702,25.910000000265427,25.880000000004657,25.930000000284053,26.54900000006892
TodoMVC-WebComponents/Adding100Items,19.650000000023283,13.625,13.715000000083819,13.530000000144355,14.029999999911524,13.43999999994412,12.979999999981374,13.925000000162981,14.154999999911524,13.455000000074506,14.250500000023749
TodoMVC-WebComponents/Adding100Items/Sync,11.25,8.385000000009313,8.220000000088476,8.460000000079162,8.199999999953434,8.45499999995809,7.9799999999813735,9.080000000074506,8.729999999981374,8.080000000074506,8.684000000020024
TodoMVC-WebComponents/Adding100Items/Async,8.400000000023283,5.239999999990687,5.494999999995343,5.070000000065193,5.8299999999580905,4.98499999998603,5,4.845000000088476,5.424999999930151,5.375,5.5665000000037255
