Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,Mean
TodoMVC-JavaScript-ES5,95.88500000012573,47.80499999993481,44.2599999998929,39.705000000074506,40.49499999987893,40.324999999953434,40.23499999998603,41.00499999988824,39.93499999982305,39.874999999883585,46.95249999994412
TodoMVC-JavaScript-ES5/Adding100Items,76.48999999999069,27.0999999998603,28.76999999990221,24.190000000060536,24.929999999934807,24.64000000001397,24.550000000046566,25.339999999967404,24.044999999925494,23.964999999967404,30.40199999996694
TodoMVC-JavaScript-ES5/Adding100Items/Sync,26.48499999998603,22.46999999997206,24.389999999897555,19.849999999976717,20.42499999993015,20.17000000004191,19.89000000001397,20.760000000009313,19.419999999925494,19.589999999967404,21.34499999997206
TodoMVC-JavaScript-ES5/Adding100Items/Async,50.00500000000466,4.629999999888241,4.380000000004657,4.340000000083819,4.505000000004657,4.46999999997206,4.660000000032596,4.5799999999580905,4.625,4.375,9.056999999994877
TodoMVC-JavaScript-ES5/CompletingAllItems,13.115000000107102,14.29500000004191,9.709999999962747,9.894999999902211,9.994999999995343,10.035000000032596,10.010000000009313,10.004999999888241,10.17499999993015,10.214999999967404,10.744999999983701
TodoMVC-JavaScript-ES5/CompletingAllItems/Sync,8.29500000004191,10.42000000004191,6.724999999976717,6.73499999998603,6.849999999976717,6.90500000002794,6.869999999995343,6.989999999990687,6.939999999944121,7.23499999998603,7.39649999999674
TodoMVC-JavaScript-ES5/CompletingAllItems/Async,4.820000000065193,3.875,2.98499999998603,3.159999999916181,3.1450000000186265,3.1300000000046566,3.14000000001397,3.0149999998975545,3.23499999998603,2.9799999999813735,3.3484999999869616
TodoMVC-JavaScript-ES5/DeletingAllItems,6.28000000002794,6.410000000032596,5.78000000002794,5.620000000111759,5.569999999948777,5.649999999906868,5.674999999930151,5.660000000032596,5.714999999967404,5.694999999948777,5.805499999993481
TodoMVC-JavaScript-ES5/DeletingAllItems/Sync,5.885000000009313,5.940000000060536,5.2700000000186265,5.125,5.114999999990687,5.154999999911524,5.194999999948777,5.135000000009313,5.214999999967404,5.134999999892898,5.316999999980908
TodoMVC-JavaScript-ES5/DeletingAllItems/Async,0.39500000001862645,0.4699999999720603,0.5100000000093132,0.4950000001117587,0.4549999999580905,0.4949999999953434,0.47999999998137355,0.5250000000232831,0.5,0.5600000000558794,0.4885000000125729
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM,65.45499999995809,47.86999999987893,41.47500000009313,43.440000000060536,46.3650000001071,44.035000000032596,43.44500000006519,42.79000000015367,42.11999999999534,42.730000000214204,45.97250000005588
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items,35.389999999897555,20.514999999897555,18.40500000002794,19.574999999953434,21.910000000032596,18.25499999988824,19.20000000006985,18.93999999994412,18.73000000009779,19.320000000065193,21.023999999987428
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items/Sync,28.53499999991618,16.584999999962747,14.369999999995343,15.385000000009313,18.130000000004657,14.309999999939464,15.334999999962747,15.074999999953434,14.785000000032596,15.400000000023283,16.790999999979977
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items/Async,6.8549999999813735,3.9299999999348074,4.035000000032596,4.189999999944121,3.7800000000279397,3.9449999999487773,3.865000000107102,3.8649999999906868,3.9450000000651926,3.9200000000419095,4.233000000007451
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/CompletingAllItems,18.57500000006985,17.60999999998603,14.125000000116415,14.415000000037253,15.565000000060536,16.42000000004191,15.104999999981374,14.725000000093132,14.274999999906868,14.470000000088476,15.528500000038184
